l1,l5,s6,t6,p9
0.3238577693597353,0.32385776546148853,0.32385776616376033,0.3238577620002598,0.3238577641040298
0.32372344711285067,0.32337206505863314,0.3233213518464713,0.3233397242559671,0.3232408986637149
0.32339827721377257,0.32232358741606343,0.3206694687526885,0.2950519398522984,0.049363150589527845
0.32265406204063096,0.32007391171855254,0.30837893332959493,0.08342991666988649,0.1312656993032387
0.3210477059884335,0.3153015363957725,0.25045456845386105,0.37159887282059,0.10469032795207794
0.3175775244339736,0.30513811188399215,0.1263287024656923,0.28733484657235625,0.03615941294941121
0.30994267941740616,0.2837545055483348,0.05474668197006626,0.27038244618950413,0.08160716096467047
0.29322387408251377,0.24271179855402608,0.04333558177870047,0.20652352605436555,0.06866092514627507
0.25971862888685415,0.18002024576666215,0.15912002784703339,0.30923652545149805,0.047622221482324686
0.20582078841463136,0.1041500828693037,0.26724741417796216,0.32548565752127845,0.06219781431739208
0.17364371959304298,0.0700888949512715,0.22649096007313332,0.31348372381801876,0.05626893849074661
0.13516884790723635,0.041099447145760915,0.2009875345595285,0.28498684500493787,0.05188645043180156
0.10028989105286204,0.027989041319765796,0.24025262166873343,0.23466609936142085,0.05513848027774525
0.07319109429485975,0.02521759949225617,0.2768478050319089,0.2374767905740269,0.05222022371584128
0.056828375718427346,0.052400571624768695,0.231677511970905,0.26429014921929855,0.05092693256139959
0.048103388348385845,0.27386746654570826,0.18910424071357723,0.2736776963707816,0.05102660723629954
0.1657105431544591,0.17614854901965232,0.284029811661747,0.2674536098328843,0.04948691961874669
0.20801344210621278,0.1229216628401852,0.2953300246785388,0.2551537680601573,0.048672643014743874
0.15374696200966279,0.10823448446668699,0.28510413222469916,0.245040438032841,0.04802888832513617
0.137497411524527,0.10751523000401882,0.2684819524575159,0.24169912006132915,0.04701929241978494
0.13338077227284587,0.10982367989977206,0.2562222299009091,0.24151656475518177,0.04626165781822052
0.13463693240420788,0.11583940254125373,0.24162054027918572,0.24029688332808125,0.04551064689143304
0.13729021265428368,0.12106846327942189,0.22434605200483443,0.23731847301097422,0.04469870593846705
0.13552673437081608,0.12874275645439373,0.21563034669142744,0.233462084111932,0.043971697070049595
0.12724946645346857,0.1348254782654836,0.21256871351448792,0.22969066836659804,0.04324858860814135
0.11344885869949128,0.14048434944544877,0.21778307366015734,0.22626794166031142,0.04252793154278016
0.09680269059352817,0.14389086409042634,0.22560763253062335,0.22296610012276621,0.04184253258171498
0.08029662025680066,0.1437105718979627,0.2207210722712786,0.21972870312993503,0.041167361011504734
0.0681179640471642,0.14138415421323816,0.20214027078476807,0.21665213704261194,0.040506041547698574
0.06687260353506938,0.1385769182441115,0.1890493021376349,0.21367587250553347,0.03986506796626719
0.07910018646950183,0.13623177157675603,0.1940071498808861,0.21067878437519233,0.039236794739719645
0.09757876652843855,0.13424547260662661,0.2095022369422109,0.20762406476152023,0.038623121933429753
0.11430007227330363,0.13214273382542963,0.22006126558712674,0.2045285581818392,0.03802469825446313
0.12579970306710714,0.12971779662305746,0.22380376014964307,0.20145805038595566,0.037439156150920264
0.13235061360964104,0.1269921771670846,0.22310663946104908,0.19847322839624448,0.03686702056090131
0.1357657436477322,0.12417383336075687,0.219739167472104,0.19556018891969965,0.036307891225791276
0.13781748480472808,0.1213682540684792,0.21490623625157887,0.19267982470028355,0.03576092955589397
0.1395735765488456,0.11837493230162205,0.21014547452957766,0.1898182771896252,0.03522604230187535
0.14136549386828007,0.1151382885842779,0.20631667422059977,0.18697299599428568,0.03470278976197935
0.1430425749554948,0.11244958296888546,0.20330541862646456,0.18415087065506655,0.034190726438926365
0.1443056328327366,0.11061697627642174,0.2007584445026633,0.18136375526705434,0.03368959426501393
0.14492745721227665,0.10932743285314346,0.1985562400365668,0.17861249858864517,0.0331990166299884
0.14480431946876968,0.10841181840709646,0.1966985112592404,0.17589406390433024,0.03271866785418352
0.14395857675587118,0.10788009738625784,0.1953494456596009,0.17320872999870698,0.03224825268485556
0.14247228641735726,0.10777686698743193,0.1947441443909825,0.17055490348792438,0.031787467565702165
0.1404811876528203,0.10813759050338795,0.19499091906018112,0.1679312576689809,0.0313360394121861
0.13811018310228468,0.10891337658035817,0.19591604723897607,0.16533879074806068,0.03089367180703852
0.13546159349540163,0.1101273369549353,0.19712502181190955,0.16277764914796608,0.030460120563697846
0.13261132050644572,0.11179428804644381,0.19818168943140513,0.16024801333822652,0.03003512696559088
0.12955995352976096,0.11369668299292687,0.19879166837127527,0.15775075525660065,0.02961844587660085
0.12627933334465316,0.11562197914586812,0.19890120495628186,0.15528574903396575,0.029209845103296474
0.12272398595441508,0.11751726104228466,0.19858363713028557,0.1528525875751691,0.028809096178899027
0.11888204453028417,0.11939599608205162,0.1979474123643872,0.15045131133490944,0.028415987501831216
0.11479218744240242,0.12124027219932373,0.19710440078411615,0.14808178933757274,0.028030311079997084
0.11059248967225284,0.12283399066454373,0.1961553139913322,0.1457439918199129,0.02765185359579343
0.10657223122238665,0.12392614884313898,0.19517836610851838,0.1434380866342265,0.027280436185719393
0.10311575220128048,0.12442839986753544,0.19423285514291544,0.141164020718226,0.026915864333048257
0.10064754635123699,0.12432173566324746,0.19336553270034273,0.1389217021312188,0.026557958598059022
0.09950216214308244,0.12373217463994748,0.19261151298406434,0.13671108395164164,0.026206548232149796
0.09982469947594083,0.12281839741970134,0.19199144949493943,0.13453204601436228,0.025861458674618507
0.10146875272286832,0.12176284976116583,0.19150913165363526,0.13238444899774787,0.025522534236998747
0.10409639764223888,0.12067892863484714,0.1911511988823032,0.1302681897015066,0.02518961345761329
0.10726613901023639,0.11962788793440512,0.19088919257463524,0.1281830967505691,0.02486254344679624
0.11059434684243447,0.11862441949294443,0.190685337577221,0.12612903552227306,0.024541192280548733
0.11379752285059955,0.11767363349453014,0.1905002545505269,0.12410581612354163,0.02422541023195048
0.11670097744260492,0.11677692309080763,0.19029952978779402,0.12211325968913242,0.023915052225534347
0.11921589269817254,0.11593501947402304,0.1900579301861796,0.12015112708308757,0.023609995678503467
0.1213130196558083,0.1151568719925632,0.18976129569113578,0.11821921267277587,0.023310115417496474
0.1229978154613473,0.11444590690213434,0.1894062302143238,0.1163172573684207,0.023015282130584368
0.12429462037799931,0.11380975260911559,0.18899801867560603,0.1144450034933065,0.022725377492483424
0.12524261105455284,0.11324372307911033,0.1885474836487342,0.11260219207098447,0.02244028785719813
0.12587461681244463,0.1127564809459742,0.1880680257042136,0.11078853641648241,0.022159902105162766
0.12622833376346546,0.11235588865572745,0.18757345724744867,0.10900375052345003,0.02188410482886361
0.12633448010800885,0.11204839910030762,0.18707670139885707,0.10724751570304218,0.021612800401638065
0.1262170318602109,0.11184034590544506,0.18658893845967542,0.10551953359038362,0.021345879396126054
0.12589730780109126,0.11173684329336077,0.1861189371871452,0.10381946398529675,0.021083260277891886
0.12539570105046283,0.1117427863284924,0.18567245879025443,0.10214698215087759,0.020824818226641843
0.12473198909731553,0.1118561086426581,0.18525188465806822,0.10050175545722824,0.0205704790446883
0.12392574150542884,0.11206895715231613,0.18485619104843432,0.09888343595457877,0.02032015424804647
0.12299690317066664,0.11236546047040862,0.184481428220904,0.09729166839730494,0.020073753093802466
0.12196669982484658,0.11272454065549202,0.1841215990229219,0.09572610540525955,0.019831190918022386
0.12085869185572458,0.11311930116179114,0.1837698754279143,0.09418638523730546,0.019592377860439908
0.11969967434348616,0.11352109666339102,0.1834197070914198,0.09267214446034024,0.019357245061641784
0.1185204201704107,0.11390303078016342,0.1830657472822396,0.09118302553052798,0.01912571292576411
0.11735594750071764,0.11424089742574914,0.1827043750929795,0.08971865089382214,0.018897696322780475
0.11624487287967414,0.11451376726303215,0.182333830858428,0.08827866401450882,0.01867314302743861
0.11522726215000352,0.114706761235296,0.18195398396066392,0.08686269355239508,0.018451956689549145
0.11434121331269982,0.11481404524013972,0.1815660175721174,0.08547037019348429,0.018234080843618616
0.11361860445442572,0.11483686293567957,0.1811719939001086,0.0841013326636819,0.01801945113262227
0.11308115604615362,0.11478091935900933,0.18077442540610858,0.08275521502541572,0.017807994752836426
0.11273775354046711,0.11465671695967156,0.18037595886040425,0.08143163267425645,0.017599657722172455
0.11258352954452328,0.11447825796134298,0.17997902869043114,0.08013025448195459,0.017394362543588383
0.11260108055939858,0.11426023103152154,0.17958563790335352,0.07885069424876012,0.017192068395576035
0.11276350849495284,0.11401624097736278,0.17919717775403718,0.07759261774007106,0.01699270131566019
0.11303845358945609,0.1137582482099403,0.178814310840893,0.07635564886322138,0.016796206083885924
0.11339192641350831,0.11349660167741668,0.17843701860771802,0.07513944236654391,0.016602534655492083
0.1137914242825586,0.11323951861611523,0.17806468460386024,0.07394365384218617,0.01641163873609283
0.11420806623711756,0.11299257719554116,0.17769624280619337,0.07276794364903831,0.016223439219239955
0.11461757339792895,0.11275915169069073,0.17733043801729545,0.07161196020314231,0.016037908003514442
0.11500050966661925,0.11254113305372644,0.1769660139066708,0.07047537563081276,0.015854988290165656
0.11534190563075065,0.11233953449337397,0.17660185440316536,0.06935784471175928,0.01567463086792038
0.11563082352295356,0.11215485163252062,0.17623714151562897,0.06825905816765067,0.015496792470576152
0.11585984971112163,0.11198727199794838,0.1758713747443571,0.06717868295778055,0.015321416924219502
0.11602467831474354,0.11183686828610338,0.17550435123952177,0.06611639845233518,0.015148470486663334
0.11612366146389844,0.11170370833216692,0.17513619824813867,0.06507189422175967,0.014977896774767333
0.11615738829296693,0.11158787656639539,0.17476720124132758,0.0640448569565118,0.014809666502093134
0.11612822257902196,0.11148946044795661,0.17439779595824062,0.06303498826475701,0.014643726363073256
0.116039829132103,0.11140845951793457,0.1740284574199232,0.06204197641809588,0.014480038718032629
0.11589679852092838,0.11134458349671614,0.17365963964926312,0.06106554046743032,0.01431856052195349
0.11570431362840916,0.11129719253734217,0.1732917378884382,0.06010537892981072,0.014159267805764781
0.11546793410242312,0.11126509893883035,0.1729250270491161,0.059161203214053285,0.014002102516398138
0.11519357430484709,0.11124643624129546,0.17255965677145294,0.0582327508312943,0.013847034932418777
0.1148874572990226,0.11123866922326905,0.17219565366639394,0.05731973182116368,0.01369403054350813
0.11455618105924843,0.1112386736084266,0.17183293669269403,0.056421865885023376,0.013543059023849098
0.11420675503201182,0.11124288775898813,0.17147133645536103,0.055538905105724,0.013394069249941961
0.1138465841908238,0.11124757619588106,0.17111064232726153,0.05467057673173661,0.013247044905435988
0.11348331013162984,0.11124904648761531,0.1707506219615972,0.053816630512672735,0.013101942689746493
0.11312462995750955,0.11124394612062845,0.17039105519405354,0.052976804708052425,0.012958735069457576
0.11277796947226207,0.11122948150269546,0.17003177392161667,0.052150857847615896,0.012817383952519613
0.11245013795733513,0.1112035788997589,0.16967265232333084,0.05133854505115424,0.01267786202626863
0.1121469940782543,0.11116499077422771,0.1693136381478272,0.05053962612714683,0.012540153177945604
0.11187314289822752,0.11111330492444077,0.16895470514732258,0.0497538611572103,0.012404195695247531
0.11163170964808426,0.111048880166988,0.16859589292260174,0.04898102125873225,0.012269986485890996
0.11142420307919618,0.11097271588386573,0.1682372812243639,0.048220887447518436,0.012137491119950133
0.11125058024749325,0.11088633298007276,0.1678789254867694,0.0474732377927907,0.0120066719509522
0.11110924522358452,0.11079157864284846,0.16752092581203398,0.04673784665031085,0.011877521895753619
