,gradient_norm_on_full_trainset,loss_on_full_trainset
0,0.2664261314928712,0.6147629973555436
1,0.21685489009903972,0.5618221191721553
2,0.17905542463238167,0.5245662150463912
3,0.15240888097629382,0.4997028212336729
4,0.13244960555597024,0.481831644702299
5,0.1168996916297522,0.4683893990972966
6,0.104548268794508,0.4580477971383675
7,0.09434482331950941,0.4497588353248705
8,0.0857737818225595,0.4429980683185488
9,0.07846495974658779,0.4373980697471102
10,0.07214612101487325,0.4326946132642753
11,0.06663143238458655,0.4287067456383699
12,0.061775953932935494,0.4252958547417247
13,0.057467990486223676,0.42235629439567784
14,0.0536207417899194,0.4198066108333954
15,0.05016465155540716,0.4175822989181864
16,0.04704364898229556,0.41563187838891236
17,0.044212001135437835,0.41391378101226456
18,0.04163195137730965,0.4123940572991681
19,0.03927207375695306,0.41104475025982545
20,0.037105992492811275,0.4098426498490581
21,0.035111400302957695,0.40876834403794116
22,0.03326930360564637,0.40780549058041815
23,0.03156342766621732,0.4069402474238515
24,0.029979745485289783,0.40616082415332094
25,0.028506101713263628,0.40545712576720017
26,0.027131909468709362,0.4048204672093294
27,0.025847904248418124,0.4042433429622364
28,0.024645942798028578,0.4037192397885977
29,0.023518837625081335,0.4032424835332833
30,0.022460220014059257,0.40280811303001113
31,0.021464425982404254,0.4024117757229973
32,0.020526400818209663,0.4020496407974803
33,0.019641618762346012,0.4017183265150866
34,0.018806015104315506,0.4014148391399127
35,0.01801592850880851,0.4011365213738526
36,0.01726805181757367,0.40088100863390996
37,0.01655938990694499,0.4006461918282902
38,0.015887223446646632,0.40043018554322085
39,0.015249077616381581,0.4002313007545758
40,0.014642695005267955,0.40004802133937434
41,0.014066012054631065,0.3998789837911824
42,0.01351713851406462,0.3997229596472446
43,0.01299433946947027,0.39957884021916074
44,0.012496019574190925,0.3994456232871837
45,0.012020709173670112,0.3993224014739473
46,0.011567052062856771,0.3992083520591441
47,0.011133794655886667,0.39910272803430163
48,0.010719776380993352,0.3990048502279216
49,0.010323921141434454,0.39891410035706687
50,0.009945229706466694,0.3988299148829769
51,0.009582772915906635,0.3987517795662779
52,0.009235685598211425,0.39867922463241734
53,0.008903161115869649,0.39861182047063903
54,0.008584446463610215,0.39854917380052
55,0.00827883785490336,0.3984909242491494
56,0.007985676740709905,0.3984367412897255
57,0.007704346211681889,0.39838632149889674
58,0.007434267741228309,0.3983393860957623
59,0.0071748982321943825,0.39829567873023985
60,0.006925727334487856,0.3982549634926091
61,0.006686275004959804,0.39821702311957785
62,0.0064560892842699304,0.398181657375259
63,0.00623474426844269,0.3981486815880869
64,0.006021838255410516,0.3981179253269704
65,0.005816992049088049,0.3980892312019714
66,0.005619847405491355,0.39806245377651
67,0.005430065607134813,0.39803745857960077
68,0.005247326153448278,0.3980141212079358
69,0.0050713255562790695,0.39799232650877253
70,0.004901776230709751,0.39797196783559385
71,0.004738405472452102,0.39795294636938516
72,0.00458095451397925,0.3979351704991497
73,0.004429177652366704,0.3979185552559714
74,0.004282841442518718,0.3979030217955294
75,0.0041417239500907334,0.3978884969245093
76,0.004005614058977392,0.39787491266682296
77,0.0038743108287363557,0.39786220586596865
78,0.0037476228977625014,0.39785031782023494
79,0.003625367928424401,0.39783919394778244
80,0.0035073720907320693,0.39782878347892836
81,0.003393469581420515,0.3978190391732263
82,0.0032835021756220423,0.39780991705916147
83,0.0031773188085544167,0.3978013761944967
84,0.0030747751848829415,0.3977933784454868
85,0.002975733413622815,0.39778588828334926
86,0.002880061666633212,0.39777887259653005
87,0.0027876338589256627,0.3977723005174348
88,0.002698329349158561,0.3977661432624232
89,0.0026120326588311925,0.3977603739839684
90,0.0025286332088116322,0.3977549676339831
91,0.002448025071949314,0.39774990083740547
92,0.002370106740623135,0.39774515177521536
93,0.0022947809081712784,0.39774070007612505
94,0.002221954263232131,0.39773652671625315
95,0.0021515372961039537,0.3977326139261544
96,0.0020834441163006742,0.3977289451046227
97,0.0020175922805456144,0.397725504738745
98,0.001953902630503486,0.397722278329719
99,0.0018922991396044977,0.3977192523239924
100,0.0018327087683630548,0.3977164140493169
101,0.00177506132763899,0.397713751655344
102,0.0017192893493296192,0.3977112540584198
103,0.0016653279640189472,0.3977089108902638
104,0.0016131147851449767,0.39770671245024203
105,0.0015625897992769808,0.39770464966096714
106,0.001513695262125335,0.3977027140269828
107,0.001466375599931508,0.397700897596303
108,0.0014205773159118617,0.39769919292459943
109,0.0013762489014510098,0.39769759304184593
110,0.0013333407517618179,0.3976960914212402
111,0.0012918050857479138,0.3976946819502416
112,0.0012515958698234438,0.39769335890357266
113,0.0012126687454600393,0.3976921169180434
114,0.0011749809602475895,0.3976909509690727
115,0.001138491302268378,0.39768985634878345
116,0.001103160037598026,0.39768882864556315
117,0.0010689488507583142,0.39768786372498754
118,0.0010358207879586428,0.39768695771201107
119,0.0010037402029727464,0.39768610697433887
120,0.0009726727055077276,0.39768530810689473
121,0.0009425851119304437,0.3976845579173146
122,0.0009134453982258268,0.39768385341239165
123,0.0008852226550683374,0.39768319178540934
124,0.0008578870448961254,0.3976825704043021
125,0.000831409760882925,0.3976819868005886
126,0.000805762987710282,0.3976814386590219
127,0.000780919864047486,0.39768092380791353
128,0.0007568544466529854,0.3976804402100818
129,0.0007335416760149941,0.39767998595438486
130,0.0007109573434552455,0.3976795592477984
131,0.0006890780596226456,0.39767915840800405
132,0.000667881224309259,0.3976787818564508
133,0.0006473449975237049,0.39767842811186227
134,0.0006274482717613959,0.39767809578415775
135,0.0006081706454145503,0.3976777835687607
136,0.0005894923972670213,0.39767749024126975
137,0.0005713944620237575,0.39767721465246775
138,0.0005538584068254823,0.39767695572364753
139,0.0005368664087037079,0.3976767124422329
140,0.0005204012329320442,0.39767648385767723
141,0.000504446212233282,0.39767626907761916
142,0.0004889852268031827,0.3976760672642827
143,0.0004740026851142047,0.3976758776311011
144,0.00045948350546437506,0.39767569943955483
145,0.0004454130982381613,0.397675531996206
146,0.0004317773488479214,0.3976753746499204
147,0.000418562601326333,0.39767522678926104
148,0.00040575564254131854,0.39767508784004624
149,0.0003933436870067196,0.39767495726305885
150,0.0003813143622632677,0.39767483455189867
151,0.0003696556948054097,0.39767471923096825
152,0.00035835609653115557,0.3976746108535839
153,0.00034740435169270116,0.3976745090002039
154,0.0003367896043274738,0.3976744132767661
155,0.00032650134614889794,0.39767432331312963
156,0.0003165294048788543,0.39767423876161156
157,0.0003068639330031074,0.39767415929561506
158,0.00029749539693291763,0.3976740846083414
159,0.0002884145665561587,0.39767401441158245
160,0.0002796125051625326,0.3976739484345861
161,0.00027108055972799685,0.3976738864229931
162,0.00026281035154370575,0.39767382813783836
163,0.00025479376717665083,0.3976737733546131
164,0.00024702294974832085,0.3976737218623865
165,0.00023949029051933802,0.39767367346297877
166,0.00023218842076811852,0.39767362797018746
167,0.00022511020395237774,0.3976735852090585
168,0.0002182487281423598,0.397673545015204
169,0.00021159729871566673,0.39767350723416106
170,0.0002051494313037711,0.39767347172078926
171,0.00019889884498061652,0.3976734383387058
172,0.00019283945568412085,0.39767340695975456
173,0.00018696536986239108,0.39767337746350745
174,0.00018127087833551934,0.3976733497367971
175,0.00017575045036573572,0.39767332367327635
176,0.00017039872792777623,0.39767329917300664
177,0.00016521052017241155,0.39767327614206954
178,0.00016018079807579848,0.397673254492203
179,0.00015530468926824756,0.39767323414045963
180,0.00015057747303579436,0.39767321500888553
181,0.00014599457548813643,0.3976731970242182
182,0.00014155156488733048,0.397673180117604
183,0.00013724414713138367,0.39767316422433135
184,0.00013306816138706506,0.397673149283581
185,0.0001290195758669119,0.3976731352381915
186,0.00012509448374520895,0.39767312203443783
187,0.00012128909920811508,0.39767310962182545
188,0.00011759975363313873,0.397673097952894
189,0.00011402289189360414,0.3976730869830357
190,0.00011055506878371095,0.3976730766703228
191,0.00010719294555997996,0.3976730669753466
192,0.0001039332865950135,0.397673057861065
193,0.00010077295613994915,0.39767304929266145
194,9.770891519153399e-05,0.397673041237409
195,9.473821846067667e-05,0.3976730336645465
196,9.185801143838229e-05,0.39767302654515885
197,8.906552755674117e-05,0.3976730198520668
198,8.635808544059153e-05,0.3976730135597222
199,8.373308624771835e-05,0.39767300764411
200,8.11880110942224e-05,0.3976730020826561
201,7.872041856218458e-05,0.3976729968541406
202,7.632794228699735e-05,0.39767299193861655
203,7.400828862162595e-05,0.39767298731733364
204,7.1759234375182e-05,0.39767298297266573
205,6.957862462367053e-05,0.397672978888044
206,6.746437058988855e-05,0.3976729750478929
207,6.541444759091889e-05,0.3976729714375708
208,6.342689305042709e-05,0.3976729680433138
209,6.149980457393612e-05,0.3976729648521832
210,5.9631338084974254e-05,0.39767296185201534
211,5.7819706019845705e-05,0.39767295903137645
212,5.606317557952303e-05,0.39767295637951733
213,5.4360067036614034e-05,0.39767295388633295
214,5.270875209526796e-05,0.39767295154232396
215,5.110765230302651e-05,0.39767294933856007
216,4.955523751227736e-05,0.3976729472666459
217,4.805002439002544e-05,0.3976729453186893
218,4.6590574974329534e-05,0.39767294348727067
219,4.517549527599016e-05,0.3976729417654146
220,4.380343392389909e-05,0.3976729401465641
221,4.2473080852700265e-05,0.3976729386245541
222,4.1183166031554284e-05,0.3976729371935894
223,3.9932458232329654e-05,0.3976729358482215
224,3.871976383640213e-05,0.3976729345833281
225,3.754392567852414e-05,0.39767293339409365
226,3.640382192652857e-05,0.3976729322759912
227,3.529836499619307e-05,0.3976729312247644
228,3.422650049954198e-05,0.3976729302364119
229,3.318720622587154e-05,0.397672929307172
230,3.2179491154469795e-05,0.3976729284335082
231,3.1202394497849844e-05,0.39767292761209516
232,3.0254984774762257e-05,0.39767292683980726
233,2.9336358911709196e-05,0.3976729261137056
234,2.8445641372523904e-05,0.3976729254310273
235,2.7581983314618416e-05,0.3976729247891746
236,2.6744561771524085e-05,0.3976729241857056
237,2.593257886058319e-05,0.3976729236183241
238,2.5145261015125408e-05,0.3976729230848717
239,2.4381858240314438e-05,0.3976729225833187
240,2.3641643392053657e-05,0.39767292211175737
241,2.292391147798724e-05,0.39767292166839385
242,2.222797898015397e-05,0.39767292125154147
243,2.155318319841183e-05,0.39767292085961464
244,2.08988816142224e-05,0.3976729204911228
245,2.0264451273845713e-05,0.3976729201446643
246,1.9649288190630147e-05,0.39767291981892133
247,1.9052806765599865e-05,0.39767291951265515
248,1.847443922595786e-05,0.39767291922470094
249,1.7913635080742443e-05,0.3976729189539636
250,1.7369860593259367e-05,0.3976729186994137
251,1.6842598269686547e-05,0.39767291846008285
252,1.6331346363410792e-05,0.39767291823506135
253,1.5835618394493368e-05,0.39767291802349336
254,1.535494268393681e-05,0.3976729178245743
255,1.4888861902360391e-05,0.3976729176375482
256,1.4436932632157617e-05,0.39767291746170347
257,1.399872494346611e-05,0.3976729172963718
258,1.3573821982851807e-05,0.39767291714092434
259,1.3161819574743627e-05,0.39767291699477025
260,1.2762325834975862e-05,0.397672916857354
261,1.2374960796234503e-05,0.39767291672815286
262,1.1999356044930736e-05,0.39767291660667586
263,1.1635154369130617e-05,0.39767291649246095
264,1.1282009417396196e-05,0.3976729163850741
265,1.0939585367921764e-05,0.397672916284107
266,1.0607556607842972e-05,0.39767291618917594
267,1.0285607422295046e-05,0.39767291609991984
268,9.973431693105754e-06,0.39767291601599947
269,9.6707326065328e-06,0.397672915937096
270,9.37722237005832e-06,0.3976729158629093
271,9.092621937714955e-06,0.39767291579315744
272,8.816660743884087e-06,0.39767291572757535
273,8.549076445254116e-06,0.3976729156659137
274,8.289614670450997e-06,0.3976729156079381
275,8.038028777658477e-06,0.397672915553428
276,7.794079619229235e-06,0.3976729155021765
277,7.557535313825823e-06,0.39767291545398864
278,7.328171025280639e-06,0.39767291540868155
279,7.105768748290029e-06,0.3976729153660825
280,6.890117100696644e-06,0.39767291532603
281,6.681011121978649e-06,0.3976729152883716
282,6.4782520779768695e-06,0.39767291525296444
283,6.281647271560744e-06,0.39767291521967374
284,6.091009858990502e-06,0.39767291518837294
285,5.906158671971391e-06,0.39767291515894315
286,5.726918045150506e-06,0.3976729151312727
287,5.5531176486376e-06,0.39767291510525615
288,5.3845923260263685e-06,0.39767291508079466
289,5.221181936917873e-06,0.3976729150577954
