,gradient_norm_on_full_trainset,loss_on_full_trainset
0,0.21926787248455154,0.6176416090423632
1,0.20525205239018177,0.6085576682900664
2,0.09492977424160683,0.5420276585089336
3,0.0767303176941363,0.5292534849611182
4,0.04438635378550949,0.5045583455289749
5,0.03024056630544496,0.49945883636816746
6,0.04108961696794611,0.4877422070198718
7,0.02325819815754017,0.4906979805192215
8,0.04819131230450009,0.481361868881035
9,0.028774731627838387,0.48795914074076385
10,0.055726448547048106,0.47879563951267345
11,0.03521464477620978,0.48690131113086543
12,0.0612781337217063,0.47741869841077633
13,0.03826495235450673,0.48605638909986204
14,0.06344328278124199,0.4765028953692013
15,0.03881656051998927,0.4852386060088631
16,0.06329625105958833,0.47587068287526596
17,0.038963161264501854,0.4846050836076692
18,0.06250185136665114,0.4754313672128839
19,0.039373766195361294,0.48414709716892806
20,0.061890992974571006,0.4751139779068704
21,0.03983266645592214,0.4837784522040332
22,0.06158870030472389,0.4748786038438571
23,0.040128408519523255,0.4834523582217262
24,0.06147821239121658,0.47470659440468793
25,0.040258181429791526,0.48316419505777053
26,0.061445970867911134,0.4745860652423117
27,0.0403075981284883,0.4829198407996902
28,0.061433454356485825,0.4745060875367593
29,0.04034368206590853,0.4827189035036561
30,0.061420166247594,0.47445680504061977
31,0.040391222871487366,0.482554407651756
32,0.06140255541182546,0.4744305151760272
33,0.04044991878084555,0.4824174308728146
34,0.061382734293024044,0.47442182499785235
35,0.04051308514680498,0.48230018391459345
36,0.061363875163036756,0.47442709981370107
37,0.04057633683461255,0.482196773322512
38,0.06134852546398148,0.47444380409786535
39,0.04063904502054229,0.48210283833919365
40,0.06133816562740857,0.4744700234505851
41,0.040703230978755896,0.48201501540600555
42,0.06133334837353967,0.4745041760281671
43,0.04077234371741255,0.4819305773911983
44,0.061334020952807794,0.47454483039743156
45,0.040850531467253814,0.4818472653378171
46,0.06133976787109171,0.47459056379582837
47,0.040942280015101834,0.48176325014312626
48,0.06134987168104031,0.4746398354987595
49,0.04105215488185996,0.48167717501044105
50,0.06136322031948577,0.4746908818934773
51,0.04118442579220901,0.4815882486816899
52,0.0613781616544358,0.47474166102551846
53,0.04134242985284481,0.4814963608019181
54,0.06139243559427617,0.474789886670452
55,0.04152765041777158,0.48140217752552306
56,0.06140331340111925,0.47483318916011696
57,0.04173867633415026,0.481307159820349
58,0.06140802371760673,0.4748694101007811
59,0.041970424095884286,0.48121344647198283
60,0.06140441867813901,0.47489697684075477
61,0.04221411803863964,0.48112357520327287
62,0.061391658069009106,0.47491523348072284
63,0.042458358851060946,0.4810400786268019
64,0.06137058065159992,0.4749245806125986
65,0.04269114038709081,0.4809650581797841
66,0.06134352194603022,0.4749263387750329
67,0.04290215250209629,0.48089986428468284
68,0.06131362079749521,0.4749223799225907
69,0.04308452036514455,0.4808449716015601
70,0.06128393752719092,0.4749146807295384
71,0.04323543450839743,0.4808000570042692
72,0.06125677071504534,0.47490496484723704
73,0.04335568343307075,0.4807642150391187
74,0.06123338588124158,0.47489452301370105
75,0.04344852513189853,0.4807362174917883
76,0.06121412351944938,0.4748842004102921
77,0.04351842968096893,0.480714740932927
78,0.06119870675791521,0.47487448294494133
79,0.04357006525291101,0.4806985247418204
80,0.061186564959759576,0.4748656109762178
81,0.043607667431102164,0.48068645709829627
82,0.06117706832575652,0.47485767625965036
83,0.04363475854887973,0.48067760576386015
84,0.061169652220667954,0.47485068760884086
85,0.04365410695367915,0.4806712149232728
86,0.06116385807311325,0.4748446089593251
87,0.04366781245382803,0.4806666854333586
88,0.061159329106148255,0.47483937954811656
