FULL_gradient_norm_n=1,FULL_gradient_norm_n=2,FULL_gradient_norm_n=8,FULL_gradient_norm_n=16,FULL_gradient_norm_n=128,FULL_gradient_norm_n=512
0.22212009692796839,0.22330995115200025,0.22750440047107323,0.23322470430101783,0.22827109594778502,0.22641559551377877
0.21956808806642977,0.22034615411963332,0.22480737799533573,0.23049719084156922,0.22547317105908452,0.22368747563758817
0.2168768367127375,0.21769206098108537,0.2221681568322122,0.227824699050636,0.2227753054308862,0.22099013513007293
0.21425479516250434,0.21495228296164254,0.2195173695245452,0.22527522524353955,0.22009543607857118,0.21834015345381386
0.212030411250565,0.2122833037773947,0.21684140521438208,0.22271665005380709,0.21747568019424418,0.21574596787114053
0.20948822213091506,0.20994899669294828,0.21422585739814182,0.22023614372212377,0.2148938626465741,0.21320444601061062
0.20733707939225873,0.2076718872464826,0.21184883947155525,0.21779552856300388,0.21234877233386515,0.21070828706102215
0.20502767538420907,0.20533760139316456,0.2095379817373643,0.21528064683209897,0.2098782271021432,0.20824238603784165
0.20286367264906568,0.20314127802545556,0.20707524769416624,0.21289677079740765,0.20746013634186958,0.205847147504006
0.2003363425614876,0.20101641815945875,0.2047472571664361,0.210626588592657,0.20507672955261047,0.2034892347997035
0.19802617937504316,0.1985863058989538,0.2024319263766406,0.20830650206583634,0.20272376975877116,0.20118053462933774
0.19614997567939077,0.19629203134631232,0.2000794889936309,0.2060694728736774,0.2004182136274539,0.19890995600850891
0.19381064557890704,0.19417398732188956,0.19785834816547368,0.20390226024253166,0.19815242401843097,0.19667737837048505
0.19165652983135237,0.19208761009372388,0.1955669384320392,0.2017358230364726,0.1959257241657484,0.19449548388193325
0.18996942979367532,0.1897802154231197,0.19347927136042914,0.199641238704888,0.19375748136956114,0.19233626785782523
0.18816170129843207,0.18791055258001577,0.19145215275890767,0.1974940032640211,0.19161013935411159,0.19022862570026686
0.18636920436184387,0.18563313603021112,0.1893430301017983,0.195406799855691,0.18950649604959457,0.18815461159839128
0.18467838785484525,0.18358030155284974,0.1873081573647203,0.19331639594092592,0.18744669458287824,0.18611736791619665
0.1827816230813324,0.18151055918232206,0.1853740032007697,0.19128565988985555,0.1854475821562462,0.18412061735646687
0.18090530156279294,0.1795530847631241,0.1833778692766393,0.18935094032341743,0.18344703503772883,0.1821533440733688
0.1791805790815384,0.17765906196071568,0.1814735376441841,0.18741918549594658,0.18148911848783128,0.18022521952258014
0.17709245287071615,0.17586344436501747,0.1796115894254309,0.1855277059406753,0.1796087717075321,0.17833764572864338
0.1755064241678623,0.1741748365664052,0.17773492671620594,0.18370941414322833,0.1777236499188437,0.17648500507493806
0.17378388483198973,0.1722411578618899,0.17586947088719987,0.18189274578277786,0.17587947523195432,0.1746492624052274
0.17209593866032202,0.1704369359252763,0.1740405837413749,0.18008344512780255,0.17403280544794433,0.1728544181899449
0.17084117906557983,0.16872157659273918,0.17230110670572465,0.17836360477402183,0.17226075455221584,0.17108266901468344
0.16898337518397138,0.1670558765151304,0.17064676049631186,0.17657240834804638,0.17051049813816074,0.16934477971078482
0.16750531244636482,0.16539107848444204,0.16891339111310819,0.17495796838211858,0.16878103294814828,0.16763044104007044
0.1658881870613304,0.16389836812267364,0.1673259324804895,0.17326878684414634,0.16709362451331544,0.16595519274344786
0.164281146936382,0.16212713483159366,0.16569329899604154,0.17157077238975935,0.16542674636253735,0.1643085647674856
0.16285254399418964,0.1605732592241197,0.16412705688934529,0.16991986223081584,0.16379187302126172,0.16268722864241048
0.1610702799035231,0.15902443070528824,0.16251083040785447,0.16833152252590702,0.16219749483995197,0.1610899789584689
0.15954179563693274,0.1577822581538641,0.16095618505521025,0.1667763207837657,0.16061166766504273,0.15951455167194764
0.1582571716435245,0.1561828044332844,0.15939219142605499,0.16520898775468587,0.15905875683091467,0.15797061952963357
0.15673360628892508,0.154738302501377,0.1578323311552525,0.163654954286439,0.15753800714091082,0.15645183151266037
0.15514807791861285,0.15327310546140513,0.15631832528015635,0.16216840756906445,0.15603897156638352,0.15495779697624626
0.15350562460994002,0.1518054567046699,0.15494131832956964,0.16070258722246203,0.1545483822985458,0.1534957473337982
0.15244696139222647,0.15030239159014705,0.15347215113822227,0.15924337256567353,0.15311047382041076,0.1520545873800988
0.15110196033077156,0.14893206221464686,0.1520405142403989,0.15778184708982343,0.1516767187560055,0.15062857169666638
0.1497890925264953,0.14757239718986007,0.15073056130217513,0.15640037843424037,0.15022798956532793,0.1492305850158711
0.14854714408797598,0.14624252813885782,0.1493076206600575,0.15498673963875773,0.1488315448658933,0.14785090642657556
0.14731790088143912,0.14492813908848567,0.1479077973405266,0.15355368572038602,0.1474695064657065,0.1464997841069824
0.14593446738597232,0.14359552873114398,0.1464936688005145,0.1522423864628391,0.14611537610244923,0.14517250500371057
0.14463265966148417,0.14239929747870872,0.14524744070972495,0.1508697001362844,0.1447841796776055,0.14386210899707727
0.14317989858276708,0.14097481653032562,0.1439262890577143,0.14948470844012246,0.14348326862323718,0.14256447076310283
0.14170615453574026,0.13986273900248716,0.1426154917706384,0.14821261049471215,0.14217959136704728,0.14128985125940324
0.14057996888065855,0.13842896104896946,0.14140021123176955,0.1469520078226667,0.1409234438459425,0.14003943431307467
0.13950188159446344,0.13727605427480843,0.1400426056987312,0.14571147497095124,0.13966548610570884,0.13880236832350157
0.13817733683325964,0.13615702706192068,0.1388349732353611,0.14448391756339185,0.13844288543638336,0.1375812010245767
0.1368129403312478,0.13499346295120193,0.13765464373927058,0.14321351397009935,0.13725325460139565,0.13638453591271857
0.13558872744350686,0.13381986891657513,0.1364266235363762,0.14197416903982157,0.13604601514055284,0.1352028458751207
0.1345372480027625,0.1325066792197621,0.13520119835150465,0.14082830391305245,0.13488742842211948,0.13404342728656762
0.13331526864851392,0.13134870032532517,0.13402253399956732,0.13960669943977305,0.13372859940830137,0.13289488587241655
0.1321478487503136,0.13000541359307619,0.1328986684437472,0.1384244363617392,0.13258602401412795,0.13177758405574316
0.13118866478716132,0.1287483943842532,0.13179840544597388,0.13722929467801365,0.13146605744209153,0.13066944320143198
0.129959294767735,0.1276525126225216,0.13062460124072683,0.13606037673416357,0.1303700206703794,0.12957175274627528
0.12883599400563106,0.12652134944046164,0.12954674549878525,0.1349262109161392,0.1292854360049253,0.12849251505430534
0.12785975544108802,0.125501369148803,0.12849772610988433,0.13387184322351017,0.12818398704016595,0.12742447253374398
0.12672652948038676,0.12442063045329323,0.12732374049172226,0.13279914684763813,0.1271279930869243,0.12637272798167504
0.12563030700421254,0.12337785544822527,0.12622362694621125,0.1317547157366039,0.12608520535996054,0.12533450462491597
0.12482695973909469,0.12237689326086434,0.12516983684178692,0.1307268420624419,0.1250663953597841,0.1243155890177528
0.12384748300359671,0.12144393211633021,0.12412479898333395,0.12963473872837905,0.12404573769968834,0.12331093682046945
0.1230828785521966,0.12048950588231011,0.12317755593820107,0.12858377440490024,0.12303520376207168,0.12231625569402019
0.12230039146450686,0.11964139767430447,0.12216250932231021,0.12758236017616914,0.12203468532771518,0.12133678756554563
0.12136638999677513,0.11867269537565066,0.1212268737348105,0.12663028581125446,0.12106215231450991,0.1203727077433297
0.12046135491580227,0.11782620534264943,0.12033339866981846,0.12566139378995397,0.12010859194732855,0.1194191496547726
0.11962848168694612,0.11683069404595098,0.11942242057824831,0.12468356312801018,0.11918528899970685,0.11848063592892094
0.1186690168359915,0.11597177371754706,0.11841114659730735,0.12368194188202528,0.11824884816065871,0.11755826064427784
0.1176237365746811,0.11516789606938364,0.11752026200445542,0.12271198474762228,0.1173189849920598,0.11664629564330649
0.11686917242338375,0.11430834145364316,0.11666315403763522,0.12182354170051246,0.1164127925411232,0.11574047693004687
0.11609226452358866,0.11349426121343205,0.1157696556587431,0.12091194995828357,0.11552614992500446,0.11484854719122561
0.11514811439383058,0.11271302791023954,0.11494024512104359,0.1199950575961111,0.1146681932213178,0.11396984825859859
0.11424554459243695,0.11179500715213223,0.11410512347026851,0.11907136808446421,0.11378862817792448,0.11310462383668105
0.11349109698827246,0.11089207840779587,0.113249642967396,0.11818905334734085,0.11291502714243555,0.11224867122546466
0.1125367050709509,0.11003441612252653,0.1123335784069119,0.11730839904367596,0.11206278716238167,0.11140918986468647
0.11163705267507998,0.10926959428582844,0.11145763908560921,0.1164678717874305,0.11122664869328121,0.11057344597795231
0.11085617027019727,0.10839049449659344,0.11060480091791682,0.11562458160963361,0.11040228161566916,0.10975143672886044
0.11003093767940979,0.10759164776259657,0.10981946905219708,0.11482372107859663,0.10959996723108485,0.10893708187943221
0.10919332677057107,0.10671048280406964,0.1089990591583883,0.11404179593443237,0.10878046506004375,0.10813921360784402
0.10842352732042748,0.10594812937216638,0.10813282222336248,0.11317689029172871,0.10797341842889904,0.10734860107949483
0.10759052663009418,0.10525374069908643,0.1073400263964826,0.11233013789440056,0.1071853556666208,0.10656705498706111
0.10684663768113341,0.10463423109408879,0.10658338191355834,0.11155401789734877,0.10640858877105759,0.10579301160101817
0.10621785957475759,0.10390434170737269,0.10583175107736346,0.11073527174186688,0.10565540687532629,0.10502711254555433
0.10547456564543879,0.10312634405737874,0.10507312865379823,0.10996687125626133,0.10490662699716286,0.10427144998033563
0.10477509553245196,0.10245393001845132,0.10426256369240744,0.10921327974835347,0.10415732856043759,0.10352048968428136
0.10410519366771843,0.10178666486371653,0.10351886194468116,0.10844030060234454,0.10341993275038038,0.10278701563033318
0.10330445176638324,0.10103170837810119,0.10281136176945038,0.10767781932865557,0.10268198858854204,0.10206711725998868
0.10262010534594627,0.10046454197138277,0.10206112700641479,0.10691480858312236,0.10195338366755011,0.10134864175206006
0.10176275579107524,0.09983113804699517,0.10130488543189753,0.1061950377476545,0.10123076035487061,0.10064354952824257
0.10095952798330225,0.09909269478997042,0.10068703952627933,0.10545645629818055,0.10052787392973121,0.09994219320089119
0.1002409396480275,0.09831850792898529,0.09998122833242729,0.1047411388335196,0.09982153606208045,0.09925752449663465
0.09955981792027506,0.09754891578870246,0.09934423333693312,0.10400136992777607,0.09912825349732901,0.09857315341862158
0.09882637416203917,0.09684455585070645,0.0986232993054157,0.10332701529075095,0.09843504903653436,0.09789717558469195
0.09814033929547093,0.09610259756720389,0.09794215338310241,0.10264911973618435,0.09774971973841078,0.09722474637733483
0.09756277753287143,0.0954097780898472,0.09727414452691238,0.10195778177451914,0.09709122521103611,0.09656796450599871
0.09691729729604137,0.09476301297596201,0.0965731125541632,0.10129261676381726,0.09642617962197673,0.09592008730415251
0.09627941888727579,0.09420740120859232,0.09586896650932186,0.1006083187448072,0.09576391152944264,0.09526844068324637
0.09562742623031224,0.09363980502593972,0.0952587442998881,0.09991787338292864,0.09511671048755958,0.09462996764040932
0.09492690862137079,0.09290773722379056,0.09463565557531725,0.09927890310516833,0.09447449926245698,0.09399687781291498
0.09426865665970781,0.0921643298359047,0.09403719970061265,0.09864592185642153,0.09384546049196216,0.09337298091708028
0.09362419534088749,0.09163576398018605,0.09345897536231938,0.09803142989372865,0.09321314607599743,0.09275577297470443
0.09295623830918866,0.09103503861701807,0.09287737506913332,0.0974025988444075,0.092603666380835,0.09214467959282843
0.09247718845885941,0.09042166897481278,0.09225624168468483,0.09674713792283572,0.09198447812849428,0.09154090669476589
0.0918776902958224,0.08979401612861267,0.09161758245017333,0.09609695757327766,0.09137606934484727,0.0909448879104431
0.09132860128311324,0.08912902446306176,0.09105276079851407,0.09549929930896901,0.09078834486719119,0.0903533325552727
0.09069121114457747,0.08854051813757315,0.09047001342870167,0.09490995208709596,0.09020681712763065,0.08977330193877187
0.09021460183373996,0.08795467927567925,0.08986870418954673,0.09430869983239344,0.08962699571463226,0.08919269312457988
0.0896846926100447,0.08729459082542788,0.08927120712801706,0.09372159754568055,0.08904178383754499,0.08861837173939689
0.08904411738852083,0.08677565815539104,0.08869763504913379,0.09311138202508731,0.08847033774400632,0.08805191185793236
0.08867012312711277,0.08614124296558588,0.08814632419521243,0.09254729635911187,0.08790531946995953,0.08749274350487826
0.0881352736866652,0.08560928068392065,0.08758848331804185,0.09193427511081365,0.08734304876632433,0.08694123355650821
0.08759679742370184,0.08507429927788566,0.08699165518351681,0.09136255449285036,0.08679841497241246,0.08639501406924725
0.08697110925981502,0.08455743948617235,0.08637504989585239,0.09078722729496445,0.08624983875172738,0.08585635871411515
0.08644977309066189,0.08397755002013228,0.08582951784515688,0.09021084875440752,0.08570182897047046,0.08531750209545279
0.08589028501297975,0.08348525561420297,0.0852748325522451,0.08964241794081915,0.08516226968122687,0.08478104448252773
0.08535118896328772,0.08288850804410253,0.08478574285657384,0.08909554513286425,0.08461825552090665,0.08425451540819859
0.0848980981647181,0.08251121486968727,0.08424149071982855,0.08860596771716843,0.08410287516475141,0.08373689202486168
0.08444635649098123,0.08205341481286194,0.08379363315560515,0.08805215087359423,0.08358476477502362,0.08322120220621673
0.08415219000127908,0.08149856020847342,0.08326010261583144,0.08751408145412876,0.08307160886885524,0.08271160551405338
0.08365380003654413,0.08089881449231488,0.08268119491083468,0.08699088222742801,0.0825705355924896,0.0822065103199409
0.0831874491336005,0.08033772463669073,0.08217248677903426,0.08643027388620128,0.0820772232657371,0.08170447870392454
0.0827874214547029,0.07979926687807302,0.08165134792599718,0.085902167845563,0.08157889058308572,0.08120874466315182
0.08230377520100102,0.07923537785635885,0.0811178901601438,0.08540878069650466,0.081074084373161,0.08071988039349044
0.08167826213330914,0.07868791417243338,0.08063904955180784,0.08492170879789077,0.08058160867631035,0.08023986270302168
0.08112815510535092,0.07822758089858822,0.08016541082974815,0.08444398092892637,0.08010279830991755,0.07976221849342165
0.08049700306646589,0.07782919009233627,0.07972172529865394,0.08392661289819009,0.0796239463174774,0.07928270538615016
0.07993511293906315,0.07751928352444394,0.07923794941106937,0.08345113173963556,0.07914456599076357,0.07881498267782687
0.07941638544640069,0.07702985082336912,0.07878046015800892,0.08298852539329028,0.07865808546532314,0.07835261643642727
0.0790115293557782,0.07647636367848551,0.07825612704240273,0.08250751550996435,0.07819663858183265,0.07789113676245717
0.07851370310677305,0.07602110170160463,0.07782399830018999,0.08205797542475814,0.07773263306525251,0.07743409149029926
0.07809609510620033,0.07564015567015299,0.07738761626621622,0.0815890349907207,0.07727432980692812,0.07698438320627461
0.07773506732666531,0.07523729330223085,0.07691752115999718,0.08112672510937147,0.07682312785837209,0.07653800024880107
0.07719982766666014,0.07474633695879528,0.07642289223036802,0.08069006950075494,0.0763723661585848,0.07609202503182987
0.07686146244039317,0.07439664006635396,0.07598655862201517,0.08021244977658024,0.07592225745212347,0.07565385829538256
0.07658209549332508,0.07403202186110364,0.07548443169530207,0.07978202011960514,0.07549558885684306,0.07522032863769035
0.07616096941403755,0.07355184886994734,0.07502634036533463,0.07934013863653376,0.07506954032407549,0.07479198268752037
0.07566933577249418,0.07316386266201934,0.07455135958514275,0.07893832595117256,0.07463579751390403,0.07436281038297969
0.07532573289700462,0.07285762451646982,0.0741595802113144,0.07854864188798621,0.07421196306172381,0.07394055776066379
0.0748921168045035,0.07240115308041724,0.07376550949899977,0.07811156280559307,0.07378384079765778,0.0735195248957872
0.07446648334737162,0.07195124822295271,0.07331798107766142,0.07767207510771028,0.0733704202927823,0.07310278676006488
0.07401019588378097,0.07158796720720258,0.07298895230956894,0.07721898815515357,0.07296236741997572,0.07269277071107852
0.073554265987419,0.07122876314196167,0.07258314169694711,0.07679312566950991,0.07254954813134815,0.07228836880766001
0.07321240052194324,0.07078522913929647,0.07215849383830637,0.07640282847283078,0.07214151105674833,0.07188663966387442
0.07283140934875998,0.07033684566716997,0.07173734228719143,0.07598701947186022,0.07173848595281274,0.07148804841203575
0.0724174257768019,0.06995126535772717,0.07130962860388498,0.0755500902441793,0.07134855296750126,0.07108968687626396
0.07201006707623787,0.0695520135099453,0.0709047959982081,0.07517302850408332,0.07094661757970992,0.07069659633127441
0.07160119070581014,0.06923414264820359,0.07055040527191656,0.074759561636133,0.07055758059353738,0.07030689576026083
0.07118728207175447,0.06899701808164721,0.07014923075043945,0.07433375261827234,0.07015240568398207,0.06991997193542797
0.07072130847373949,0.06867659761259128,0.06977969453000556,0.07394380933316766,0.06977448550010519,0.06953449832484541
0.07030125849183168,0.06832323015845455,0.06940584510947635,0.07356871978563728,0.0693926614681737,0.0691514023362748
0.0699164413580353,0.06791093039477326,0.0690301492698149,0.07319098135399658,0.06901268369501497,0.06877667109046443
0.06962935291844902,0.0675677096365291,0.0686795398647822,0.07280171465549416,0.06864291037258509,0.06840255025617299
0.06925936395163516,0.0672772817909254,0.06832944921350471,0.07247545028474867,0.06826436807886405,0.06803475428408515
0.06884591420138371,0.06693614212236208,0.0679359141305711,0.07212863122841558,0.06789357979516762,0.06767352227865259
0.06846976513478996,0.0665116589355673,0.06756694370904202,0.0717557196921819,0.06753331381500431,0.0673113940560354
0.068153223852808,0.06608549819387893,0.06723594688342321,0.07136174949561801,0.06717007331868648,0.06694949984474259
0.06789800049221908,0.06571732225034835,0.06688632505261369,0.07099125116202154,0.06680270073673414,0.06659545301293206
0.06750087221417385,0.06544093630922036,0.06655345237838674,0.07065514573864579,0.06645810865074296,0.06624356661147576
0.06717346123681502,0.0650721737889304,0.06620559054928171,0.07030134876116591,0.0661033790523545,0.06589200550515024
0.0667059550581833,0.06473920171021787,0.06584971416597496,0.06995877924006488,0.06574844188461505,0.06554141228549996
0.06638085077264927,0.06438018983961719,0.06548144025062384,0.06960906478660643,0.06540777347422456,0.06520049077019481
0.06598276751340712,0.06393624346196361,0.06511359135998683,0.06921040929103031,0.0650566304502735,0.06485650840672744
0.06559467961704872,0.06359728208591772,0.06477975831158618,0.06883075389744042,0.06471029074491463,0.06451760639100695
0.06524362898600877,0.06327433281575254,0.06446988643441064,0.0684809668622552,0.06437509489131371,0.06418155654248026
0.0649420395888508,0.06293667845076895,0.06408661969854028,0.0681192838398201,0.06404045182603099,0.06384712969709853
0.06457719466006538,0.06258008652712875,0.06375391707758962,0.06777417682405575,0.06370283794307416,0.06351747580921052
0.06442765956681228,0.06238833995381283,0.06341134460132304,0.06744580333765902,0.0633618716857812,0.06319147744809499
0.06404018567279628,0.06205789751484339,0.06311364479137117,0.0670942472659123,0.06304291465851468,0.06286509859734628
0.0639119712546171,0.06171789717169892,0.06278197464407075,0.06676365458775145,0.06272106116410617,0.06254482528073926
0.06357807670080592,0.061290382296364236,0.0624924521500779,0.06640202607459895,0.06239737885881493,0.062226141385394035
0.06324504267345979,0.060908890412364025,0.06215070078368697,0.06606819857730707,0.062079452981643836,0.06190615468547217
0.06282451410609313,0.06061294932751254,0.061843309352864195,0.06574075982651212,0.061754843213723064,0.061589398642036094
0.06265502540007944,0.06026531731948711,0.06156743039901812,0.06542052197284681,0.06143232417027618,0.061278060467604804
0.06226960542537298,0.059968966797368635,0.061252535632074466,0.06511080817228229,0.061118580984692805,0.060968993402354774
0.062053394662476814,0.05962734543326095,0.06089633936526672,0.0647927001550408,0.060811764805289666,0.060661303286997884
0.06162567923598587,0.059348375861933034,0.06059951985727987,0.06450008595550133,0.060504923468359194,0.060357551839874624
0.06134946517775734,0.05899586935022349,0.060288327132432235,0.06416365552335096,0.06019919295790277,0.060055150304688915
0.060904610248419755,0.05862725658693881,0.05998812595481715,0.06383427442117424,0.05989451555563429,0.05975198973658251
0.060528592832812304,0.05835103725775056,0.05966071842256503,0.06353749846618441,0.05959491054341491,0.05945284425653259
0.06019383147568704,0.0579784019995251,0.05937834023798486,0.06320409744472875,0.05930318417660087,0.05915830124044767
0.05978100210317339,0.05768329076359854,0.05913993889182915,0.06290572220814336,0.05900120648032361,0.058865248225421274
0.05954289876545064,0.057497562175155115,0.05883077292345526,0.0626221049726044,0.05870601965063604,0.05857249699833491
0.0592028984299524,0.057212982982871294,0.05854959449420259,0.06232251016887764,0.05840755364981605,0.05828766845411242
0.05885217526660604,0.056899116276074135,0.05826586172826967,0.06204903452630822,0.05812085768364384,0.058001580557808644
0.05857185185902876,0.05665055505035478,0.05793528039802145,0.06174035374728431,0.05784172226466528,0.05771721095830387
0.05840568270145031,0.05638499662103687,0.05765712329559697,0.06144824029317979,0.05756036482355945,0.05743237345039286
0.058316917885693965,0.056107121491496076,0.057384862460852254,0.061150740297487585,0.057273590880153616,0.05715250530991677
0.05811330850306636,0.05582662462939823,0.05710248661704683,0.06089289658695605,0.0569986206295475,0.05687434849553174
0.057665020276734896,0.05549350309088007,0.056803051804283994,0.06062812733701066,0.05671913831642604,0.05659962906621676
0.05735962248878619,0.05517432810864358,0.05649025177759576,0.06033654398468452,0.05644383134637514,0.05632867916710896
0.05710036111563569,0.054929970347235006,0.056252745952574,0.06005919469822366,0.05617552543182975,0.05605852891221647
0.05677919690984888,0.054716181120056676,0.056019702443111934,0.059783449184292674,0.05591899226839927,0.0557869515037975
0.05649074939751614,0.054471969634740894,0.05578688804668149,0.059516286484360366,0.05564817092906497,0.05551778954795151
0.05609699141211309,0.05423136914294177,0.055561374172085766,0.05925184999828465,0.055379651752268465,0.055248879642285594
0.055941961824693166,0.05393801557203029,0.05531262123838675,0.05895523207110174,0.05511315162259845,0.05498504079793134
0.05567701459090261,0.0536843214723886,0.05503215949256071,0.058697083595408275,0.05484356044753064,0.05472079207249706
0.0555239469617632,0.05347257879290812,0.05475384050319075,0.05846918293354133,0.054582599024196723,0.05446178541914169
0.05517365098939947,0.05323617735656633,0.05448800410532783,0.058203212097327414,0.0543266059618482,0.0542054064739591
0.054948041177045194,0.05292325857252533,0.05423141174540403,0.05793896753776514,0.0540700082750495,0.053946833860411304
0.05472353952140654,0.05273381403719857,0.05398257658419024,0.057681446363888236,0.05381606522780762,0.053690251455701436
0.0544462107560491,0.052426453096622014,0.05372677065161205,0.057405022624811466,0.053565120741662677,0.05343827118507971
0.05421106648931622,0.05217833367218928,0.05341650251008587,0.057135554185707864,0.053307247694136896,0.053186614285886114
0.05392716401127892,0.051938735753056145,0.05317090763199236,0.05687770803700512,0.05305763396047454,0.05293762747507997
0.05369703671346717,0.05180795651548665,0.05296199995451589,0.056629455374780834,0.052810337787593184,0.05268970819425517
0.05340907439537834,0.051619274362593455,0.052746907669841615,0.0564016616994887,0.05256965182264287,0.0524484403600991
0.053259951573298187,0.05138601275749236,0.052495858800338475,0.05612223486710135,0.052331091214907456,0.05220248203559796
0.053083322739930466,0.051113530997633126,0.05229461749596379,0.05584944285730795,0.052094409084886474,0.05196226155896527
0.052759566478884856,0.05070572621753585,0.05206070058612804,0.0555903718571601,0.05185706238487216,0.051725343494547465
0.05255757315488723,0.05042246818556758,0.0517962498555613,0.055355359206095286,0.051612538531996925,0.051487907995383726
0.0522909608732397,0.05016639004598402,0.05155723803706893,0.05510064122316763,0.05137715146348729,0.05125325018321034
0.05216259179477069,0.04994633403141511,0.05132960690949258,0.05487804566199354,0.05114425941818804,0.05101814811423564
0.05194281948149732,0.04965653812735595,0.0510899474906693,0.054631257182592374,0.05091021251334095,0.05078321258025044
0.05176491200540238,0.04935608513387405,0.05082842069093105,0.05440702571821861,0.050671785085820965,0.05055139553141769
0.051447593243339335,0.049152545715725054,0.05062726587301666,0.05413496924925116,0.05044238595153904,0.05032361359651137
0.0511874881195857,0.04892712038220559,0.0504292112174355,0.05388685933712969,0.05021404569952565,0.05009389251492216
0.05093191290032811,0.04867559067053595,0.050216410490835514,0.05364992500572302,0.049992131746792366,0.049867371049281656
0.05069667719266264,0.04848898527829218,0.04998576137320007,0.05343875671138749,0.049766566268249136,0.0496436874832063
0.05054127950348217,0.04821738848214001,0.04977418419945096,0.05321315475561253,0.04954447471247161,0.0494186972912026
0.05028928503007434,0.04802951063075503,0.04956448433777128,0.05299181132444768,0.04932271437741081,0.04919453224806866
0.05005950465953353,0.04784779639325665,0.04939219710141104,0.05277576735925225,0.049099928039668235,0.04897569806914981
0.04977413970087423,0.0475934169861717,0.04915123187064581,0.05253323041567616,0.04887781992945329,0.0487563656051187
0.04952065360168716,0.047368203782081175,0.04891871682779255,0.05229026402745355,0.0486721625613025,0.04854061425143103
0.049223134426350554,0.0471506021701607,0.04871479186141815,0.0520757394103701,0.04845299837966258,0.0483243982802146
0.04900566026353922,0.046897550812747345,0.048488548638511736,0.05186373957625078,0.048239304803997726,0.04810746785803157
0.04884493359489845,0.046665091347800995,0.048266255388321036,0.051649760807239625,0.04803040345424917,0.047895671616608126
0.048630456751614176,0.046512064676120186,0.04806294773762345,0.05142051384066542,0.04781052432285967,0.047683878986329496
0.04859727088395273,0.04629456300590189,0.047883116818313184,0.051223227335527304,0.04759986491865995,0.047470398907765596
0.04844280879467522,0.04615352537894243,0.047648623627216335,0.05100427655576997,0.047394879926533566,0.04726263162889968
