iteration,gradient_norm_on_full_trainset_avg,loss_on_full_trainset_avg
0,0.3305200836570158,0.6926232622886253
1,0.3299017263454421,0.6918653490642022
2,0.3291127091026681,0.6909001459248176
3,0.3283552691631566,0.6899755918067748
4,0.32758585556210634,0.6890384146791445
5,0.32681813005649285,0.688105285138972
6,0.32605712388248803,0.6871822703909191
7,0.3252963519603891,0.6862614526106086
8,0.3245379484016078,0.6853454193619398
9,0.3237784089729285,0.6844299072013899
10,0.32302696004044307,0.6835260160184864
11,0.32227818401259534,0.6826271696588301
12,0.32153358183176567,0.6817351396707727
13,0.320793603678019,0.6808503960050402
14,0.3200571207059723,0.6799715941363564
15,0.3193390692367193,0.6791164201396702
16,0.31862107371711457,0.678262969397446
17,0.31791500355667196,0.677425256484128
18,0.3172197412327422,0.6766019080304029
19,0.3165355166306949,0.6757930994626236
20,0.3158589946177949,0.6749948074225829
21,0.3151988969015881,0.6742172524256144
22,0.31453515723094516,0.6734367435342306
23,0.31389436075990274,0.6726844850909147
24,0.3132583733867559,0.6719391048000567
25,0.31263596354981593,0.6712108429306294
26,0.3120216668039113,0.6704931775212053
27,0.3114212965012435,0.6697929040018685
28,0.310833495764432,0.6691083076416313
29,0.31025182860208045,0.6684318620605385
30,0.3096841126825003,0.6677725990655781
31,0.3091306604075152,0.667130853953104
32,0.3085865420501075,0.6665007646973279
33,0.30805436765034167,0.6658853360541628
34,0.30753255264527574,0.665282696617899
35,0.3070232861257929,0.6646953007136026
36,0.3065213771432287,0.664117134092046
37,0.30603631384766905,0.6635590520389594
38,0.3055632254042738,0.6630154020686883
39,0.3050998587799113,0.6624835322167315
40,0.30464662081441074,0.6619638610978472
41,0.30420155127083426,0.6614541261211986
42,0.3037704099057153,0.6609608621732228
43,0.30334861975829586,0.660478832737068
44,0.3029440018813778,0.6600168781819578
45,0.30254173796270867,0.6595580422511769
46,0.30214973380578125,0.659111369247822
47,0.3017698043059909,0.6586788422329177
48,0.3013975657260045,0.6582554667633136
49,0.30103368200513925,0.6578419469194947
50,0.3006744993889817,0.6574341334917122
51,0.3003297015342297,0.6570430069940448
52,0.2999928926867309,0.6566612304505131
53,0.2996561615653901,0.6562798699699453
54,0.29933862714627635,0.6559205169961566
55,0.29902090841320245,0.6555612491907273
56,0.2987120147879855,0.6552122113944271
57,0.29841755003482595,0.6548797083852657
58,0.2981225237415212,0.6545468116499992
59,0.2978375826768771,0.6542255105324661
60,0.2975567483227566,0.6539090855358047
61,0.2972841229346918,0.6536020790789849
62,0.2970211222728402,0.6533060915487969
63,0.29676130265255496,0.6530138887456245
64,0.29650423311173374,0.6527249264530552
65,0.2962568450684757,0.6524470412397386
66,0.2960071742782232,0.6521667370443442
67,0.2957709690444681,0.651901717983786
68,0.2955438896770695,0.6516470531129527
69,0.29531233088661346,0.6513875181582973
70,0.2950903980850982,0.651138897806299
71,0.29487255368357335,0.6508950049143363
72,0.2946590945708596,0.6506561244045705
73,0.29445153008640457,0.6504239774476899
74,0.29425342041600233,0.6502024715427164
75,0.2940535279928149,0.6499790968531318
76,0.29386057718209,0.649763573065417
77,0.2936675263268259,0.6495480335159964
78,0.29348191346622654,0.6493408954938209
79,0.2933006305603437,0.6491386569556981
80,0.2931175656048738,0.6489345498864771
81,0.29293737281827703,0.6487337186972071
82,0.29276122151785167,0.6485374411296481
83,0.29259477718648647,0.6483520800909046
84,0.29243008754598654,0.6481687408350552
85,0.2922655905721041,0.6479856858786727
86,0.29210262779940604,0.6478044044102629
87,0.2919463011520792,0.6476305528926305
88,0.29179392011226846,0.6474611483727106
89,0.2916419241900758,0.6472922486607872
90,0.2914932478310987,0.647127092064274
91,0.29134595947297187,0.6469635483619882
92,0.29120147253611317,0.6468031510923451
93,0.2910612171655066,0.6466475162855636
94,0.2909206331549934,0.646491536894106
95,0.29078231809053207,0.6463381581250591
96,0.29064360180554627,0.6461843748922029
97,0.29050697442634443,0.646032958258093
98,0.2903791873510527,0.6458913943108182
99,0.29024409337286533,0.6457417540265098
100,0.29011724547147805,0.6456013060680978
101,0.28999201948399067,0.6454626802416525
102,0.28987208768721295,0.6453299635145544
103,0.2897387659207822,0.6451824663023651
104,0.28961775246439314,0.6450486308767581
105,0.2894940969748995,0.6449118968103325
106,0.2893750781598162,0.6447803166647396
107,0.28925693520792206,0.6446497635749608
108,0.28913381194434556,0.6445137143750137
109,0.2890200264454816,0.6443880496613181
110,0.2889023436064067,0.6442581064698167
111,0.2887951336539869,0.6441397476946586
112,0.28867955862651856,0.6440121847254874
113,0.28856986424695585,0.6438911726171341
114,0.28846216688836024,0.6437723654622625
115,0.28835512852336054,0.6436543067168969
116,0.28824851274136154,0.6435367487802645
117,0.28813877442046076,0.6434157449558587
118,0.288030572030426,0.6432964888411647
119,0.287928845455778,0.6431843873467831
120,0.2878238157693461,0.6430686937472545
121,0.28771798889781475,0.6429521273784339
122,0.2876202806283141,0.6428445370966456
123,0.28751880108091726,0.6427328299991903
124,0.28741845603413696,0.6426223997586054
125,0.28732008168429546,0.6425141636421561
126,0.28722046083760544,0.6424045688878879
127,0.2871232574059988,0.6422976671149759
128,0.2870293142374185,0.6421943854079979
129,0.2869344165217078,0.642090040690154
130,0.2868342499779504,0.6419799422342869
131,0.28674259583571815,0.6418792242362976
132,0.2866469162663776,0.6417741147165941
133,0.28655600333525666,0.6416742522153226
134,0.2864634463239971,0.6415726122578781
135,0.2863701890727396,0.6414702266770159
136,0.28627383883620816,0.641364473017882
137,0.2861807760394649,0.6412623388677055
138,0.2860867964636794,0.6411592206782282
139,0.2859942529672939,0.6410577021397887
140,0.2859021141420889,0.6409566474207335
141,0.2858172440630913,0.6408635742262081
142,0.28572833807477827,0.6407660921314027
143,0.28564139160245505,0.6406707898701132
